,dt_duration_seconds,dt_end,dt_start,fit_batch_size,fit_num_classes,fit_num_epochs,fit_stopped_early,fit_stopper_patience,fit_test_acc,fit_train_acc,fit_train_loss,fit_val_acc,fit_val_loss,id,model_architecture,model_dropout,model_layer_1_sizefactor,model_layer_2_sizefactor,model_layer_3_sizefactor,model_num_features,model_sequence_length,param_count,pretrained_model_name,pretrained_model_pooling,shape_x_test,shape_y_train
251,56,2018-12-16 16:45:34,2018-12-16 16:44:37,32,2,2,True,5,0.8729096989966555,0.8388285889943896,0.3705694890281057,0.9087353327490878,0.33932039495241845,147,MLP,0.2,1,4,2,1536,3,4132226,inception_resnet_v2,avg,"(299, 3, 1536)","(9766, 2)"
4,119,2018-12-16 18:50:20,2018-12-16 18:48:21,32,2,12,True,5,0.8461538461538461,0.8552119598607414,0.35760373936345435,0.9087353322310118,0.3445933336073914,230,MLP,0.5,8,0,4,1536,3,3541250,inception_resnet_v2,avg,"(299, 3, 1536)","(9766, 2)"
63,51,2018-12-16 15:44:10,2018-12-16 15:43:19,32,2,7,True,5,0.9174917491749175,0.8825919155592166,0.2850271404310138,0.9086184495968858,0.28475517589532745,83,MLP,0.2,4,4,2,1536,1,1772930,inception_resnet_v2,avg,"(303, 1, 1536)","(9846, 2)"
151,41,2018-12-16 15:01:40,2018-12-16 15:00:58,32,2,11,True,5,0.8283828382838284,0.9043266300672732,0.2475498268880569,0.9086184495452577,0.28533031007024107,18,MLP,0.5,1,4,0,1536,1,1476482,inception_resnet_v2,avg,"(303, 1, 1536)","(9846, 2)"
227,430,2018-12-16 23:32:09,2018-12-16 23:24:59,32,2,11,True,10,0.8762541806020067,0.8516280974932633,0.3626417357939178,0.9078661451542808,0.3365913291292986,282,LSTM,0.5,1,8,0,1536,3,19176002,inception_resnet_v2,avg,"(299, 3, 1536)","(9766, 2)"
205,23,2018-12-16 15:00:20,2018-12-16 14:59:56,32,2,2,True,5,0.9108910891089109,0.8355677433065252,0.38554304660202016,0.9077522737115634,0.37060129437264866,16,MLP,0.5,1,2,8,1536,1,1919042,inception_resnet_v2,avg,"(303, 1, 1536)","(9846, 2)"
80,39,2018-12-16 15:46:32,2018-12-16 15:45:52,32,2,3,True,5,0.6996699669966997,0.8633963030430206,0.33027202133093087,0.9077522737115634,0.2783596653308947,86,MLP,0.5,4,4,4,1536,1,1624322,inception_resnet_v2,avg,"(303, 1, 1536)","(9846, 2)"
41,102,2018-12-16 18:15:59,2018-12-16 18:14:16,32,2,9,True,5,0.8896321070234113,0.9129633421954526,0.23201716911736606,0.9074315517842899,0.2460604066475222,209,MLP,0.2,4,4,0,1536,3,3835778,inception_resnet_v2,avg,"(299, 3, 1536)","(9766, 2)"
283,102,2018-12-16 18:03:15,2018-12-16 18:01:33,32,2,9,True,5,0.9364548494983278,0.9065123899242269,0.24788943836291916,0.9074315516029633,0.2823465980819286,202,MLP,0.5,4,2,0,1536,3,4131842,inception_resnet_v2,avg,"(299, 3, 1536)","(9766, 2)"
2,90,2018-12-16 19:16:43,2018-12-16 19:15:12,32,2,4,True,5,0.9230769230769231,0.8693426172434978,0.3253778275483832,0.9074315514993481,0.2793541158655127,246,MLP,0.5,8,4,4,1536,3,3983618,inception_resnet_v2,avg,"(299, 3, 1536)","(9766, 2)"
98,67,2018-12-16 16:57:33,2018-12-16 16:56:26,32,2,4,True,5,0.8561872909698997,0.8517304935612543,0.363021891978391,0.9074315513180216,0.30494833132434235,156,MLP,0.5,1,8,2,1536,3,3837122,inception_resnet_v2,avg,"(299, 3, 1536)","(9766, 2)"
204,18,2018-12-16 14:54:39,2018-12-16 14:54:21,32,2,3,True,5,0.8514851485148515,0.840544383530207,0.3656528743028205,0.9073191857947164,0.3072874419691244,5,MLP,0.2,1,0,4,1536,1,1181954,inception_resnet_v2,avg,"(303, 1, 1536)","(9846, 2)"
136,68,2018-12-16 18:28:32,2018-12-16 18:27:23,32,2,2,True,5,0.8729096989966555,0.8446651648576695,0.3611278221317852,0.9069969576630889,0.323266417720638,217,MLP,0.2,4,8,0,1536,3,3687746,inception_resnet_v2,avg,"(299, 3, 1536)","(9766, 2)"
178,87,2018-12-16 17:47:47,2018-12-16 17:46:20,32,2,6,True,5,0.9130434782608696,0.8755887773787416,0.3150025453939561,0.9065623642412904,0.3335624141493138,192,MLP,0.5,2,8,8,1536,3,3724802,inception_resnet_v2,avg,"(299, 3, 1536)","(9766, 2)"
234,25,2018-12-16 14:55:05,2018-12-16 14:54:39,32,2,7,True,5,0.8547854785478548,0.8392240504363241,0.3686324253378664,0.9064530099868361,0.31780559747391524,6,MLP,0.5,1,0,4,1536,1,1181954,inception_resnet_v2,avg,"(303, 1, 1536)","(9846, 2)"
62,98,2018-12-16 19:30:52,2018-12-16 19:29:14,32,2,4,True,5,0.8327759197324415,0.8385214007782101,0.3799477216865644,0.9061277708712996,0.30894077063798386,254,MLP,0.5,8,8,4,1536,3,3762242,inception_resnet_v2,avg,"(299, 3, 1536)","(9766, 2)"
183,67,2018-12-16 17:11:16,2018-12-16 17:10:08,32,2,5,True,5,0.8361204013377926,0.8238787630554987,0.3897140594582662,0.9061277703532236,0.3611121881609116,168,MLP,0.5,2,0,8,1536,3,3541250,inception_resnet_v2,avg,"(299, 3, 1536)","(9766, 2)"
54,79,2018-12-16 16:31:19,2018-12-16 16:29:59,32,2,10,True,5,0.8528428093645485,0.8403645300020479,0.36055893372700837,0.9056931769832327,0.3569134831532143,136,MLP,0.5,1,0,8,1536,3,3541250,inception_resnet_v2,avg,"(299, 3, 1536)","(9766, 2)"
5,38,2018-12-16 16:08:59,2018-12-16 16:08:21,32,2,1,True,5,0.6501650165016502,0.8242941296563119,0.39106275524740514,0.9055868341531419,0.30824060480591536,115,MLP,0.2,8,4,2,1536,1,1772930,inception_resnet_v2,avg,"(303, 1, 1536)","(9846, 2)"
218,36,2018-12-16 15:00:57,2018-12-16 15:00:20,32,2,9,True,5,0.9405940594059405,0.905951655555154,0.24763899379911739,0.9055868341531419,0.2911140169349776,17,MLP,0.2,1,4,0,1536,1,1476482,inception_resnet_v2,avg,"(303, 1, 1536)","(9846, 2)"
108,42,2018-12-16 15:48:26,2018-12-16 15:47:44,32,2,5,True,5,0.8613861386138614,0.8856388381673823,0.2845530210169936,0.9055868341273279,0.27779967441748316,89,MLP,0.2,4,8,0,1536,1,1328450,inception_resnet_v2,avg,"(303, 1, 1536)","(9846, 2)"
153,32,2018-12-16 15:42:39,2018-12-16 15:42:07,32,2,2,True,5,0.7986798679867987,0.8510054845212316,0.34312974328181617,0.9034213945430922,0.3121896959024882,81,MLP,0.2,4,4,0,1536,1,1476482,inception_resnet_v2,avg,"(303, 1, 1536)","(9846, 2)"
224,77,2018-12-16 18:37:29,2018-12-16 18:36:12,32,2,3,True,5,0.8595317725752508,0.8310464878148679,0.39254998102457633,0.9026510210619549,0.32869212833864175,222,MLP,0.5,4,8,4,1536,3,3762242,inception_resnet_v2,avg,"(299, 3, 1536)","(9766, 2)"
257,22,2018-12-16 15:09:45,2018-12-16 15:09:22,32,2,3,True,5,0.8877887788778878,0.8479585619130658,0.35021705862203556,0.902555218709398,0.31677914314349526,33,MLP,0.2,2,0,0,1536,1,1181954,inception_resnet_v2,avg,"(303, 1, 1536)","(9846, 2)"
7,47,2018-12-16 15:45:50,2018-12-16 15:45:02,32,2,6,True,5,0.933993399339934,0.8817794028031688,0.2947191595365283,0.9021221308183649,0.3122712345854345,85,MLP,0.2,4,4,4,1536,1,1624322,inception_resnet_v2,avg,"(303, 1, 1536)","(9846, 2)"
17,16,2018-12-16 14:54:06,2018-12-16 14:53:49,32,2,2,True,5,0.8976897689768977,0.836177127755514,0.37508543543086265,0.9021221307925509,0.3132630758674798,3,MLP,0.2,1,0,2,1536,1,1181954,inception_resnet_v2,avg,"(303, 1, 1536)","(9846, 2)"
70,73,2018-12-16 16:29:01,2018-12-16 16:27:47,32,2,9,True,5,0.8494983277591973,0.8223428220234272,0.3961518875172752,0.9017818337520896,0.3295275433226183,134,MLP,0.5,1,0,4,1536,3,3541250,inception_resnet_v2,avg,"(299, 3, 1536)","(9766, 2)"
215,17,2018-12-16 14:57:31,2018-12-16 14:57:13,32,2,1,True,5,0.9075907590759076,0.8230753605404012,0.3964625827948446,0.9016890429015179,0.36897990978760553,10,MLP,0.5,1,2,0,1536,1,1772546,inception_resnet_v2,avg,"(303, 1, 1536)","(9846, 2)"
158,262,2018-12-16 21:22:08,2018-12-16 21:17:45,32,2,3,True,10,0.8294314381270903,0.8156870776162195,0.40771882359290157,0.901347240615233,0.32982617796684854,266,LSTM,0.5,1,2,0,1536,3,20062466,inception_resnet_v2,avg,"(299, 3, 1536)","(9766, 2)"
59,53,2018-12-16 16:51:59,2018-12-16 16:51:06,32,2,1,True,5,0.842809364548495,0.7982797460577514,0.44108438317267445,0.9013472401489646,0.4327898055431585,152,MLP,0.5,1,4,8,1536,3,3909314,inception_resnet_v2,avg,"(299, 3, 1536)","(9766, 2)"
27,25,2018-12-16 14:59:19,2018-12-16 14:58:53,32,2,3,True,5,0.8877887788778878,0.8615681494660138,0.3360398183889852,0.9012559549846707,0.3250038838840863,14,MLP,0.5,1,2,4,1536,1,2067074,inception_resnet_v2,avg,"(303, 1, 1536)","(9846, 2)"
60,21,2018-12-16 14:53:48,2018-12-16 14:53:27,32,2,5,True,5,0.8250825082508251,0.8373958967624582,0.37330917232820665,0.9008228670420095,0.35328708895618854,2,MLP,0.5,1,0,0,1536,1,1181954,inception_resnet_v2,avg,"(303, 1, 1536)","(9846, 2)"
272,24,2018-12-16 15:07:45,2018-12-16 15:07:21,32,2,2,True,5,0.8250825082508251,0.8414584603489789,0.3635721851322628,0.9008228670420095,0.30506426333451797,29,MLP,0.2,1,8,4,1536,1,1402946,inception_resnet_v2,avg,"(303, 1, 1536)","(9846, 2)"
222,62,2018-12-16 17:06:25,2018-12-16 17:05:22,32,2,4,True,5,0.8461538461538461,0.812103215236535,0.41100432791354446,0.9004780533571753,0.3704692450283611,164,MLP,0.5,2,0,2,1536,3,3541250,inception_resnet_v2,avg,"(299, 3, 1536)","(9766, 2)"
116,36,2018-12-16 15:40:12,2018-12-16 15:39:35,32,2,2,True,5,0.834983498349835,0.8401381271098073,0.36853175346816963,0.9003897791251624,0.3427637240919214,78,MLP,0.5,4,2,4,1536,1,2067074,inception_resnet_v2,avg,"(303, 1, 1536)","(9846, 2)"
270,39,2018-12-16 15:32:33,2018-12-16 15:31:53,32,2,7,True,5,0.7821782178217822,0.8361771277918362,0.37546124324284263,0.9003897791251624,0.34792943607939947,68,MLP,0.5,4,0,2,1536,1,1181954,inception_resnet_v2,avg,"(303, 1, 1536)","(9846, 2)"
161,74,2018-12-16 18:46:36,2018-12-16 18:45:21,32,2,3,True,5,0.7993311036789298,0.8085193528446437,0.42010655547846004,0.9000434596504351,0.3722523802495531,228,MLP,0.5,8,0,2,1536,3,3541250,inception_resnet_v2,avg,"(299, 3, 1536)","(9766, 2)"
235,29,2018-12-16 15:07:20,2018-12-16 15:06:50,32,2,4,True,5,0.9075907590759076,0.8656307129435682,0.3348019670240283,0.8999566912083153,0.30702133070485527,28,MLP,0.5,1,8,2,1536,1,1477826,inception_resnet_v2,avg,"(303, 1, 1536)","(9846, 2)"
261,59,2018-12-16 17:33:41,2018-12-16 17:32:42,32,2,1,True,5,0.862876254180602,0.8143559287323366,0.4125535421663929,0.899174271926109,0.3146719204400322,183,MLP,0.2,2,4,8,1536,3,3909314,inception_resnet_v2,avg,"(299, 3, 1536)","(9766, 2)"
253,24,2018-12-16 15:04:49,2018-12-16 15:04:24,32,2,2,True,5,0.8910891089108911,0.8419662807231363,0.3710207905610499,0.8982243395409268,0.30886960097363936,24,MLP,0.5,1,4,8,1536,1,1550018,inception_resnet_v2,avg,"(303, 1, 1536)","(9846, 2)"
244,61,2018-12-16 16:58:40,2018-12-16 16:57:38,32,2,3,True,5,0.9364548494983278,0.8682162604833904,0.3261900777250876,0.8978704911426377,0.3378917938053789,157,MLP,0.2,1,8,4,1536,3,3762242,inception_resnet_v2,avg,"(299, 3, 1536)","(9766, 2)"
266,56,2018-12-16 17:43:26,2018-12-16 17:42:30,32,2,0,True,5,0.8260869565217391,0.7500511980339954,0.5247583601432283,0.8978704910908301,0.34823829843551374,189,MLP,0.2,2,8,4,1536,3,3762242,inception_resnet_v2,avg,"(299, 3, 1536)","(9766, 2)"
171,69,2018-12-16 16:24:45,2018-12-16 16:23:35,32,2,8,True,5,0.8060200668896321,0.8174278107720664,0.395302143255365,0.8974358972545708,0.3239240733399074,130,MLP,0.5,1,0,0,1536,3,3541250,inception_resnet_v2,avg,"(299, 3, 1536)","(9766, 2)"
228,36,2018-12-16 15:56:15,2018-12-16 15:55:39,32,2,4,True,5,0.8283828382838284,0.8269347958077558,0.38862132698618346,0.8969250758161995,0.3400957821095955,100,MLP,0.5,8,0,2,1536,1,1181954,inception_resnet_v2,avg,"(303, 1, 1536)","(9846, 2)"
191,32,2018-12-16 15:12:46,2018-12-16 15:12:14,32,2,7,True,5,0.8481848184818481,0.846231972362461,0.35973262446042414,0.8964919878735383,0.35355107049345197,38,MLP,0.5,2,0,4,1536,1,1181954,inception_resnet_v2,avg,"(303, 1, 1536)","(9846, 2)"
210,23,2018-12-16 15:19:26,2018-12-16 15:19:02,32,2,1,True,5,0.8052805280528053,0.8304895388869379,0.38721186547363623,0.8964919878735383,0.34451759743736954,49,MLP,0.2,2,4,0,1536,1,1476482,inception_resnet_v2,avg,"(303, 1, 1536)","(9846, 2)"
242,83,2018-12-16 18:23:50,2018-12-16 18:22:27,32,2,4,True,5,0.9130434782608696,0.8788654515544533,0.30435458273031224,0.8961321168078489,0.3037121664799073,214,MLP,0.5,4,4,4,1536,3,3983618,inception_resnet_v2,avg,"(299, 3, 1536)","(9766, 2)"
174,69,2018-12-16 18:52:45,2018-12-16 18:51:35,32,2,2,True,5,0.8795986622073578,0.792750358386238,0.44280422696953986,0.8961321165229071,0.3554377987663521,232,MLP,0.5,8,0,8,1536,3,3541250,inception_resnet_v2,avg,"(299, 3, 1536)","(9766, 2)"
277,24,2018-12-16 14:56:31,2018-12-16 14:56:07,32,2,6,True,5,0.801980198019802,0.8374974609220412,0.3709543601674276,0.8960588999825052,0.32814197520406385,8,MLP,0.5,1,0,8,1536,1,1181954,inception_resnet_v2,avg,"(303, 1, 1536)","(9846, 2)"
193,65,2018-12-16 17:50:50,2018-12-16 17:49:44,32,2,3,True,5,0.7759197324414716,0.7941839033442151,0.4410717422274227,0.8956975231011087,0.458336930620002,194,MLP,0.5,4,0,0,1536,3,3541250,inception_resnet_v2,avg,"(299, 3, 1536)","(9766, 2)"
208,24,2018-12-16 15:13:44,2018-12-16 15:13:20,32,2,3,True,5,0.8052805280528053,0.8194190533863875,0.407354580951662,0.895192724122997,0.3372677559264556,40,MLP,0.5,2,0,8,1536,1,1181954,inception_resnet_v2,avg,"(303, 1, 1536)","(9846, 2)"
43,99,2018-12-16 19:21:37,2018-12-16 19:19:58,32,2,6,True,5,0.8795986622073578,0.8953512185132091,0.26798637318053914,0.8948283357912434,0.29324876179336623,249,MLP,0.2,8,8,0,1536,3,3687746,inception_resnet_v2,avg,"(299, 3, 1536)","(9766, 2)"
167,56,2018-12-16 17:56:14,2018-12-16 17:55:18,32,2,1,True,5,0.8662207357859532,0.787016178566536,0.4508424426184652,0.8943937421881184,0.3945437286895858,198,MLP,0.5,4,0,4,1536,3,3541250,inception_resnet_v2,avg,"(299, 3, 1536)","(9766, 2)"
280,26,2018-12-16 15:17:17,2018-12-16 15:16:50,32,2,1,True,5,0.8316831683168316,0.8129189518828376,0.41576449780984304,0.8938934603982697,0.3225478820596334,46,MLP,0.5,2,2,4,1536,1,2067074,inception_resnet_v2,avg,"(303, 1, 1536)","(9846, 2)"
232,21,2018-12-16 15:02:32,2018-12-16 15:02:11,32,2,1,True,5,0.8679867986798679,0.8111923624048769,0.4275329345649949,0.8938934603982697,0.35701415109242024,20,MLP,0.5,1,4,2,1536,1,1772930,inception_resnet_v2,avg,"(303, 1, 1536)","(9846, 2)"
84,28,2018-12-16 15:23:57,2018-12-16 15:23:29,32,2,1,True,5,0.8316831683168316,0.8201300020191744,0.4130895134336261,0.8938934603724557,0.3487907501075525,56,MLP,0.5,2,4,8,1536,1,1550018,inception_resnet_v2,avg,"(303, 1, 1536)","(9846, 2)"
177,39,2018-12-16 15:34:31,2018-12-16 15:33:52,32,2,7,True,5,0.8943894389438944,0.8751777372126799,0.3031187291470287,0.8934603724814225,0.3244791189898346,71,MLP,0.2,4,0,8,1536,1,1181954,inception_resnet_v2,avg,"(303, 1, 1536)","(9846, 2)"
66,26,2018-12-16 15:16:12,2018-12-16 15:15:46,32,2,1,True,5,0.8613861386138614,0.8191143612224301,0.4072167442178135,0.8934603724556085,0.33487675240567466,44,MLP,0.5,2,2,2,1536,1,2363138,inception_resnet_v2,avg,"(303, 1, 1536)","(9846, 2)"
152,23,2018-12-16 15:12:13,2018-12-16 15:11:50,32,2,3,True,5,0.8811881188118812,0.8495835871951212,0.3469113409640269,0.8930272845645755,0.3478177094314975,37,MLP,0.2,2,0,4,1536,1,1181954,inception_resnet_v2,avg,"(303, 1, 1536)","(9846, 2)"
258,30,2018-12-16 15:26:26,2018-12-16 15:25:55,32,2,2,True,5,0.858085808580858,0.8367865122529323,0.3751768128321758,0.8930272845387613,0.31908781816815857,60,MLP,0.5,2,8,2,1536,1,1477826,inception_resnet_v2,avg,"(303, 1, 1536)","(9846, 2)"
220,66,2018-12-16 17:42:24,2018-12-16 17:41:18,32,2,2,True,5,0.9331103678929766,0.8036043416054893,0.4375966592521519,0.8926553672316384,0.36145315458208827,188,MLP,0.5,2,8,2,1536,3,3837122,inception_resnet_v2,avg,"(299, 3, 1536)","(9766, 2)"
170,26,2018-12-16 15:23:27,2018-12-16 15:23:00,32,2,1,True,5,0.8184818481848185,0.809770465187733,0.4200979388876463,0.8925941966219142,0.3425202776971138,55,MLP,0.2,2,4,8,1536,1,1550018,inception_resnet_v2,avg,"(303, 1, 1536)","(9846, 2)"
51,39,2018-12-16 15:35:13,2018-12-16 15:34:33,32,2,7,True,5,0.8745874587458746,0.8457241519883036,0.3536231234478994,0.8921611087050672,0.3655344842831879,72,MLP,0.5,4,0,8,1536,1,1181954,inception_resnet_v2,avg,"(303, 1, 1536)","(9846, 2)"
225,48,2018-12-16 17:04:26,2018-12-16 17:03:38,32,2,1,True,5,0.8193979933110368,0.7802580380791307,0.46141846319910396,0.8917861802585225,0.42400772076283055,162,MLP,0.5,2,0,0,1536,3,3541250,inception_resnet_v2,avg,"(299, 3, 1536)","(9766, 2)"
8,42,2018-12-16 15:54:56,2018-12-16 15:54:14,32,2,6,True,5,0.8052805280528053,0.8365833841032694,0.3757764613594487,0.891294932923001,0.38190408460812014,98,MLP,0.5,8,0,0,1536,1,1181954,inception_resnet_v2,avg,"(303, 1, 1536)","(9846, 2)"
259,38,2018-12-16 15:11:49,2018-12-16 15:11:10,32,2,10,True,5,0.834983498349835,0.85293520217307,0.34654007807582854,0.8908618449545258,0.334204199111219,36,MLP,0.5,2,0,2,1536,1,1181954,inception_resnet_v2,avg,"(303, 1, 1536)","(9846, 2)"
49,33,2018-12-16 15:49:47,2018-12-16 15:49:13,32,2,1,True,5,0.8118811881188119,0.8102782855618903,0.4188118187751127,0.8904287570893068,0.3734228866809681,91,MLP,0.2,4,8,2,1536,1,1477826,inception_resnet_v2,avg,"(303, 1, 1536)","(9846, 2)"
26,18,2018-12-16 14:57:50,2018-12-16 14:57:32,32,2,0,True,5,0.900990099009901,0.7599024984281092,0.4963360294599783,0.8891294932871373,0.38413202634178856,11,MLP,0.2,1,2,2,1536,1,2363138,inception_resnet_v2,avg,"(303, 1, 1536)","(9846, 2)"
239,14,2018-12-16 14:54:20,2018-12-16 14:54:06,32,2,1,True,5,0.8052805280528053,0.785801340597518,0.44829320293748476,0.888263317453443,0.382697991203983,4,MLP,0.5,1,0,2,1536,1,1181954,inception_resnet_v2,avg,"(303, 1, 1536)","(9846, 2)"
119,33,2018-12-16 15:47:41,2018-12-16 15:47:07,32,2,1,True,5,0.9075907590759076,0.8101767215597031,0.429526966058358,0.8865309658118686,0.3519801872408509,88,MLP,0.5,4,4,8,1536,1,1550018,inception_resnet_v2,avg,"(303, 1, 1536)","(9846, 2)"
75,39,2018-12-16 15:33:50,2018-12-16 15:33:10,32,2,7,True,5,0.7986798679867987,0.843286613841234,0.3558594168455359,0.8865309657860546,0.3333080886968445,70,MLP,0.5,4,0,4,1536,1,1181954,inception_resnet_v2,avg,"(303, 1, 1536)","(9846, 2)"
203,35,2018-12-16 16:04:37,2018-12-16 16:04:02,32,2,0,True,5,0.8382838283828383,0.7368474507898474,0.553773741563016,0.8860978778692075,0.39636095470295885,110,MLP,0.5,8,2,4,1536,1,2067074,inception_resnet_v2,avg,"(303, 1, 1536)","(9846, 2)"
76,60,2018-12-16 18:18:39,2018-12-16 18:17:39,32,2,0,True,5,0.8561872909698997,0.754147040753635,0.5157983613482953,0.885701868519582,0.38175551407443914,211,MLP,0.2,4,4,2,1536,3,4132226,inception_resnet_v2,avg,"(299, 3, 1536)","(9766, 2)"
112,34,2018-12-16 15:52:38,2018-12-16 15:52:04,32,2,1,True,5,0.8448844884488449,0.8237863091489732,0.3913165485558654,0.8847986141444801,0.32658622492283856,95,MLP,0.2,4,8,8,1536,1,1365506,inception_resnet_v2,avg,"(303, 1, 1536)","(9846, 2)"
140,46,2018-12-16 16:26:33,2018-12-16 16:25:47,32,2,2,True,5,0.8862876254180602,0.8069834118369854,0.4265689306478385,0.8835289002967264,0.41261258091889275,132,MLP,0.5,1,0,2,1536,3,3541250,inception_resnet_v2,avg,"(299, 3, 1536)","(9766, 2)"
162,19,2018-12-16 15:08:48,2018-12-16 15:08:29,32,2,0,True,5,0.8943894389438944,0.7388787324680877,0.5270533948537418,0.8834993503681248,0.45836271108771465,31,MLP,0.2,1,8,8,1536,1,1365506,inception_resnet_v2,avg,"(303, 1, 1536)","(9846, 2)"
201,29,2018-12-16 15:47:05,2018-12-16 15:46:35,32,2,0,True,5,0.8943894389438944,0.7442616290516324,0.5138614897427219,0.8826331745602446,0.36418584744204374,87,MLP,0.2,4,4,8,1536,1,1550018,inception_resnet_v2,avg,"(303, 1, 1536)","(9846, 2)"
179,60,2018-12-16 17:53:58,2018-12-16 17:52:57,32,2,2,True,5,0.8494983277591973,0.8044235101250041,0.4256872062541021,0.8822251192801209,0.38593112101299976,196,MLP,0.5,4,0,2,1536,3,3541250,inception_resnet_v2,avg,"(299, 3, 1536)","(9766, 2)"
35,35,2018-12-16 15:43:17,2018-12-16 15:42:42,32,2,3,True,5,0.8943894389438944,0.8622790980866932,0.3334362487615717,0.8809008228928561,0.30924085310497756,82,MLP,0.5,4,4,0,1536,1,1476482,inception_resnet_v2,avg,"(303, 1, 1536)","(9846, 2)"
150,26,2018-12-16 15:30:26,2018-12-16 15:30:00,32,2,2,True,5,0.8184818481848185,0.8383099736175521,0.3672604225961847,0.8804677349760089,0.34573790376813135,65,MLP,0.2,4,0,0,1536,1,1181954,inception_resnet_v2,avg,"(303, 1, 1536)","(9846, 2)"
206,38,2018-12-16 15:51:01,2018-12-16 15:50:23,32,2,3,True,5,0.8613861386138614,0.8561852529551134,0.3337682349796148,0.8791684712254676,0.3756872814756908,93,MLP,0.2,4,8,4,1536,1,1402946,inception_resnet_v2,avg,"(303, 1, 1536)","(9846, 2)"
40,26,2018-12-16 15:57:25,2018-12-16 15:56:58,32,2,0,True,5,0.7887788778877888,0.7379646557582822,0.5483910374202647,0.8791684712254676,0.3880647530334757,102,MLP,0.5,8,0,4,1536,1,1181954,inception_resnet_v2,avg,"(303, 1, 1536)","(9846, 2)"
95,54,2018-12-16 17:26:50,2018-12-16 17:25:56,32,2,1,True,5,0.9364548494983278,0.8107720663404455,0.421725562061659,0.8752716213192747,0.4071123816043799,178,MLP,0.5,2,4,0,1536,3,3835778,inception_resnet_v2,avg,"(299, 3, 1536)","(9766, 2)"
156,38,2018-12-16 16:19:23,2018-12-16 16:18:44,32,2,1,True,5,0.9108910891089109,0.8264269754820279,0.3928852130363996,0.8744045041401493,0.3746275607385177,125,MLP,0.2,8,8,4,1536,1,1402946,inception_resnet_v2,avg,"(303, 1, 1536)","(9846, 2)"
256,22,2018-12-16 14:58:53,2018-12-16 14:58:30,32,2,2,True,5,0.9141914191419142,0.8502945359126596,0.3513856334170989,0.8744045041143352,0.4433800291194189,13,MLP,0.2,1,2,4,1536,1,2067074,inception_resnet_v2,avg,"(303, 1, 1536)","(9846, 2)"
250,46,2018-12-16 16:51:01,2018-12-16 16:50:14,32,2,0,True,5,0.903010033444816,0.7382756502272383,0.5435004182497107,0.8739678398882084,0.4009270877980088,151,MLP,0.2,1,4,8,1536,3,3909314,inception_resnet_v2,avg,"(299, 3, 1536)","(9766, 2)"
139,68,2018-12-16 19:09:15,2018-12-16 19:08:06,32,2,0,True,5,0.9163879598662208,0.7232234282325629,0.602589523703159,0.8665797480392954,0.3997007088006346,242,MLP,0.5,8,4,0,1536,3,3835778,inception_resnet_v2,avg,"(299, 3, 1536)","(9766, 2)"
190,30,2018-12-16 15:50:21,2018-12-16 15:49:50,32,2,0,True,5,0.8811881188118812,0.7144017875763596,0.5644009679574054,0.8618449545257687,0.5153630840773188,92,MLP,0.5,4,8,2,1536,1,1477826,inception_resnet_v2,avg,"(303, 1, 1536)","(9846, 2)"
126,26,2018-12-16 15:36:20,2018-12-16 15:35:54,32,2,0,True,5,0.8382838283828383,0.7394881169776134,0.5312166433980401,0.8592464270763142,0.4078016209106726,74,MLP,0.5,4,2,0,1536,1,1772546,inception_resnet_v2,avg,"(303, 1, 1536)","(9846, 2)"
6,72,2018-12-16 19:29:05,2018-12-16 19:27:53,32,2,0,True,5,0.862876254180602,0.7370468973869333,0.53491878839709,0.8591916558536329,0.45333652314234174,253,MLP,0.2,8,8,4,1536,3,3762242,inception_resnet_v2,avg,"(299, 3, 1536)","(9766, 2)"
73,30,2018-12-16 15:25:53,2018-12-16 15:25:23,32,2,2,True,5,0.8943894389438944,0.8447085110583781,0.36214233587094735,0.858813339133653,0.42100497529123604,59,MLP,0.2,2,8,2,1536,1,1477826,inception_resnet_v2,avg,"(303, 1, 1536)","(9846, 2)"
134,70,2018-12-16 19:19:50,2018-12-16 19:18:39,32,2,0,True,5,0.9264214046822743,0.6851320909277083,0.6884873749845809,0.8500651888669133,0.4957138786415389,248,MLP,0.5,8,4,8,1536,3,3909314,inception_resnet_v2,avg,"(299, 3, 1536)","(9766, 2)"
69,60,2018-12-16 18:51:28,2018-12-16 18:50:27,32,2,0,True,5,0.35785953177257523,0.6076182674585295,6.243379315171797,0.8213820081594352,2.8632891805003076,231,MLP,0.2,8,0,8,1536,3,3541250,inception_resnet_v2,avg,"(299, 3, 1536)","(9766, 2)"
293,45,2018-12-16 17:05:17,2018-12-16 17:04:31,32,2,0,True,5,0.35785953177257523,0.607106287106368,6.2620432792861225,0.8213820081594352,2.863289153145894,163,MLP,0.2,2,0,2,1536,3,3541250,inception_resnet_v2,avg,"(299, 3, 1536)","(9766, 2)"
217,59,2018-12-16 18:41:36,2018-12-16 18:40:37,32,2,0,True,5,0.35785953177257523,0.6080278517335452,6.2533127932965495,0.8213820078744933,2.863289173217287,225,MLP,0.2,8,0,0,1536,3,3541250,inception_resnet_v2,avg,"(299, 3, 1536)","(9766, 2)"
287,47,2018-12-16 16:59:33,2018-12-16 16:58:45,32,2,0,True,5,0.35785953177257523,0.5984026213515471,0.7112859776829101,0.8213820078744933,0.5892802319646866,158,MLP,0.5,1,8,4,1536,3,3762242,inception_resnet_v2,avg,"(299, 3, 1536)","(9766, 2)"
